alert_type,is_critical,vbt,vct,vmt,vbv,vbc,soc,speed
Harsh Acceleration,0,31.17,36.56,40.9,69.93,-22.06,60.14,31.85
Harsh Braking,0,22.28,28.67,37.92,69.27,-16.4,61.15,25.46
Deep Discharge Warning,1,40.06,48.82,62.53,48.71,-36.76,19.79,19.74
Harsh Cornering,0,30.45,34.99,40.44,73.68,-21.9,81.15,34.82
Battery Under Voltage,1,38.19,48.92,62.59,44.45,-38.57,3.4,22.48
Harsh Acceleration,0,34.29,35.63,52.55,72.59,-0.43,80.41,25.72
Harsh Braking,0,30.3,30.65,38.85,69.39,-14.39,62.94,43.9
Battery Under Voltage,1,37.31,46.41,52.25,42.53,-59.74,2.37,17.0
Battery Under Voltage,1,42.13,62.44,56.62,46.33,-47.87,3.05,25.73
Consecutive Fast Charging,1,37.3,46.88,63.14,44.62,-38.99,3.04,3.74
Harsh Braking,0,32.73,38.5,48.63,78.48,-15.45,97.84,24.89
Battery Under Voltage,1,42.82,53.06,74.27,44.48,-56.24,5.8,17.36
Harsh Acceleration,0,21.98,27.02,36.38,66.5,-17.89,52.07,42.03
OverSpeed,0,31.01,36.55,37.21,73.91,2.83,81.22,15.57
Harsh Braking,0,28.45,36.9,37.54,75.05,-23.69,80.87,19.52
Low SoC,1,35.3,52.28,53.05,44.55,-33.54,7.11,5.23
Harsh Acceleration,0,22.94,30.44,48.59,67.4,-16.88,57.94,20.13
Low SoC,1,40.96,53.46,59.5,45.21,-44.12,10.54,7.05
Thermal Overheat Surge,1,45.31,53.67,73.9,47.22,-42.41,5.82,9.7
Harsh Braking,0,31.1,39.04,32.56,68.23,-32.29,54.72,36.75
Harsh Braking,0,34.28,43.19,44.63,66.51,-12.68,44.23,15.2
Low SoC,1,43.01,53.08,69.29,44.13,-28.81,3.12,9.84
Consecutive Fast Charging,1,43.81,54.45,70.52,46.73,-44.75,8.52,44.78
Deep Discharge Warning,1,35.97,45.18,71.71,45.55,-16.03,10.88,45.74
Consecutive Fast Charging,1,45.59,56.83,68.33,51.37,-64.6,17.17,32.04
Harsh Acceleration,0,35.92,41.97,47.94,65.05,-15.99,46.74,6.97
Deep Discharge Warning,1,39.39,43.41,72.82,48.08,-46.48,8.24,12.42
Harsh Braking,0,28.42,32.68,37.23,70.77,-15.38,70.18,27.23
Harsh Acceleration,0,31.82,38.57,40.08,69.23,-8.91,57.84,32.9
Battery Under Voltage,1,40.76,55.91,58.97,47.35,-37.59,8.96,0.68
Deep Discharge Warning,1,52.86,70.7,78.3,45.29,-23.33,4.84,0.06
Deep Discharge Warning,1,36.19,47.61,60.92,45.8,-18.41,7.53,13.21
Harsh Acceleration,0,27.48,30.1,43.68,64.7,-20.3,44.9,1.62
Harsh Acceleration,0,35.26,42.84,56.62,74.4,-11.83,79.69,23.64
Harsh Braking,0,28.96,37.36,39.16,63.03,-25.92,42.99,27.04
Low SoC,1,56.47,61.02,91.24,43.28,-54.26,2.75,6.09
Harsh Acceleration,0,31.76,35.21,48.54,66.95,-11.32,56.06,24.53
Deep Discharge Warning,1,39.39,55.65,58.28,46.21,-23.45,3.86,14.48
OverSpeed,0,35.96,40.66,46.74,79.33,-10.65,95.64,30.93
Harsh Braking,0,26.91,32.61,33.74,64.05,-34.14,41.81,24.83
Harsh Cornering,0,24.9,25.9,34.8,65.6,-14.86,46.68,12.31
Low SoC,1,37.79,45.13,58.98,43.74,-66.09,2.28,28.38
Low SoC,1,45.33,61.26,52.2,45.13,-28.44,6.46,1.03
Harsh Acceleration,0,25.9,30.72,27.95,72.33,-26.03,70.91,42.08
Low SoC,1,46.65,59.11,58.97,47.81,-40.84,16.27,5.87
Deep Discharge Warning,1,46.87,65.17,70.68,48.63,-24.21,9.68,27.06
Harsh Braking,0,26.82,31.56,34.65,64.35,-15.93,41.69,54.04
Harsh Acceleration,0,29.42,32.83,38.12,64.87,-18.92,47.83,34.51
Harsh Cornering,0,30.92,35.85,40.38,68.65,-19.19,61.01,36.01
Low SoC,1,33.47,50.05,55.92,46.0,-36.15,3.92,12.05
Deep Discharge Warning,1,44.19,54.07,75.26,49.92,-35.29,16.51,9.61
Deep Discharge Warning,1,44.07,58.86,58.52,46.58,-29.51,7.15,55.81
Harsh Cornering,0,34.11,38.44,48.09,71.01,6.49,72.08,30.74
Harsh Braking,0,33.03,42.39,53.84,71.14,-1.67,65.39,45.16
Harsh Cornering,0,30.43,38.18,41.59,77.26,-17.57,90.01,51.87
Harsh Acceleration,0,27.05,35.42,40.02,73.8,-3.28,76.5,35.89
OverSpeed,0,29.3,36.54,41.79,75.03,-28.57,85.24,44.21
OverSpeed,0,24.75,34.05,45.61,66.57,-9.48,54.6,31.35
Consecutive Fast Charging,1,40.27,55.64,70.77,45.18,-43.71,2.76,1.38
Harsh Cornering,0,27.48,31.97,35.84,74.09,-5.93,82.9,21.35
Battery Under Voltage,1,35.38,43.4,48.86,45.77,-42.42,1.22,0.67
Harsh Braking,0,29.75,39.21,46.42,64.51,-20.35,42.78,37.3
Consecutive Fast Charging,1,27.97,35.73,52.49,46.14,-36.06,6.96,4.17
Harsh Cornering,0,25.15,25.32,38.64,64.62,-32.57,51.48,33.42
Low SoC,1,30.11,42.73,41.28,45.54,-21.01,7.59,3.66
Harsh Braking,0,27.73,34.56,49.97,77.4,-14.22,97.67,30.74
Deep Discharge Warning,1,47.23,56.52,65.52,50.6,-43.73,18.85,18.52
Battery Under Voltage,1,36.77,42.08,48.18,48.79,-44.68,9.4,3.92
Harsh Acceleration,0,22.42,31.77,34.51,62.15,-8.1,42.02,39.14
Harsh Cornering,0,32.74,43.43,44.63,78.82,-10.44,97.18,31.04
Harsh Acceleration,0,34.45,38.6,42.13,70.37,-6.84,65.15,45.14
Deep Discharge Warning,1,39.58,45.37,60.51,46.49,-42.21,0.65,88.56
OverSpeed,0,31.76,37.24,39.8,75.31,-38.47,87.12,38.13
Low SoC,1,45.48,52.17,75.83,46.63,-46.2,3.42,12.68
Harsh Acceleration,0,28.87,32.57,33.43,76.41,-1.69,86.78,38.45
Low SoC,1,48.17,60.51,61.09,46.1,-56.06,12.11,5.09
Battery Under Voltage,1,53.03,62.82,71.96,45.48,-75.76,3.19,6.41
Harsh Acceleration,0,34.84,45.85,46.89,74.37,-25.93,77.91,30.77
Deep Discharge Warning,1,44.05,59.74,71.38,45.2,-26.53,6.35,3.15
OverSpeed,0,22.72,29.0,30.58,70.24,-8.4,60.43,22.72
Harsh Braking,0,33.65,39.65,46.4,77.11,-29.4,86.51,44.11
Low SoC,1,47.83,56.25,72.81,46.66,-50.94,13.13,1.15
Battery Under Voltage,1,36.48,48.92,64.18,47.0,-26.19,8.8,27.68
OverSpeed,0,23.99,29.67,46.74,69.88,-25.3,64.08,37.57
Harsh Acceleration,0,37.2,39.0,45.66,66.23,18.06,51.93,49.96
OverSpeed,0,23.36,29.68,41.78,72.03,-10.89,70.63,30.96
Harsh Acceleration,0,30.2,38.6,46.86,67.53,-21.37,60.41,35.31
Deep Discharge Warning,1,40.74,46.23,61.32,48.34,-50.81,11.21,3.77
Harsh Braking,0,34.8,45.63,42.32,73.01,-14.99,71.84,29.66
Harsh Braking,0,34.31,42.02,43.75,73.32,-33.72,73.74,35.66
Low SoC,1,43.2,52.29,59.82,46.29,-19.03,9.59,0.93
Deep Discharge Warning,1,35.65,41.06,57.9,45.29,-64.9,9.79,14.33
Battery Under Voltage,1,38.81,50.18,48.34,49.17,-41.96,11.64,1.37
Low SoC,1,58.02,65.03,88.46,46.48,-43.92,1.81,10.68
Battery Under Voltage,1,45.6,51.55,67.53,50.84,-28.87,19.8,20.33
Low SoC,1,42.47,51.51,66.96,45.88,-65.72,0.89,18.53
Deep Discharge Warning,1,47.43,61.12,52.77,46.76,-38.69,7.25,8.28
Deep Discharge Warning,1,41.53,63.04,72.22,45.49,-48.12,3.39,6.28
Harsh Braking,0,28.72,28.37,38.25,75.36,-10.99,87.75,27.04
Harsh Acceleration,0,29.61,30.24,38.82,69.06,-26.15,60.09,34.92
Low SoC,1,39.93,49.29,66.02,48.26,-46.77,3.9,13.42
Harsh Acceleration,0,32.72,37.88,31.37,67.52,-9.69,54.21,44.71
Deep Discharge Warning,1,57.0,65.33,79.84,47.19,-41.14,9.01,6.36
OverSpeed,0,30.71,33.18,41.42,68.23,-10.7,54.92,34.78
Harsh Braking,0,33.7,42.48,52.03,65.75,-22.07,46.79,40.03
Harsh Braking,0,32.06,38.45,40.69,70.43,-21.02,60.08,20.98
Low SoC,1,44.65,52.15,77.82,45.92,-30.92,5.9,14.45
Consecutive Fast Charging,1,52.26,61.25,73.54,45.91,-53.18,6.7,18.74
Deep Discharge Warning,1,41.19,52.33,67.65,48.71,-64.67,7.16,2.51
Consecutive Fast Charging,1,55.42,70.62,68.55,49.56,-30.97,20.13,5.77
Harsh Acceleration,0,36.14,42.56,44.99,66.51,-22.99,51.14,19.92
Harsh Braking,0,32.62,37.5,42.33,66.25,-17.91,48.21,29.12
Harsh Braking,0,31.85,35.0,44.37,64.23,-27.08,40.66,4.47
Battery Under Voltage,1,26.98,37.15,47.86,45.38,-65.96,8.95,12.34
Deep Discharge Warning,1,61.24,74.23,89.61,46.57,-35.26,4.03,51.47
OverSpeed,0,33.43,42.77,48.43,68.73,-15.25,67.48,49.43
Deep Discharge Warning,1,37.64,50.95,66.67,44.48,-36.57,6.17,0.5
Harsh Acceleration,0,28.78,38.05,37.74,71.69,-18.94,70.18,52.67
Harsh Acceleration,0,28.63,32.26,33.52,78.57,-33.47,93.67,36.23
Harsh Acceleration,0,31.01,36.86,46.13,68.69,-18.37,60.53,34.47
Harsh Braking,0,29.78,33.98,40.78,74.78,-23.89,84.04,38.67
Deep Discharge Warning,1,34.52,45.87,54.09,47.85,-5.23,4.83,1.95
Harsh Acceleration,0,33.67,41.09,48.72,79.11,-7.86,95.47,21.22
Harsh Acceleration,0,32.0,37.44,55.16,67.68,-12.51,56.09,23.77
Low SoC,1,42.38,59.68,71.76,46.47,-40.67,7.26,9.04
Harsh Braking,0,35.11,36.98,48.76,67.74,-15.89,50.07,20.77
Harsh Cornering,0,32.0,35.15,31.96,71.41,-24.34,75.34,7.33
Deep Discharge Warning,1,55.72,61.64,79.5,49.47,-47.95,8.45,18.16
Harsh Cornering,0,30.93,39.13,50.08,70.1,-15.31,57.2,15.18
Deep Discharge Warning,1,50.84,60.86,78.43,46.65,-46.43,11.42,9.8
Harsh Braking,0,30.97,35.46,44.89,75.69,-10.25,84.95,46.72
Deep Discharge Warning,1,41.6,46.38,63.94,45.46,-45.47,4.7,12.22
Harsh Acceleration,0,29.65,38.86,39.72,69.02,-29.37,61.61,28.97
Thermal Overheat Surge,1,42.38,50.26,80.32,46.62,-62.13,4.5,35.51
Battery Under Voltage,1,36.99,53.78,56.42,47.33,-41.95,2.24,1.19
Harsh Braking,0,33.31,40.69,46.35,76.0,-15.16,83.64,20.02
Harsh Acceleration,0,41.28,48.14,62.92,77.02,1.64,94.44,38.62
Harsh Acceleration,0,35.3,40.37,41.71,72.41,-8.5,73.24,26.5
Harsh Cornering,0,32.16,42.14,42.7,63.22,-26.47,42.3,36.29
Harsh Cornering,0,32.37,40.24,42.77,68.22,-24.7,57.33,41.21
OverSpeed,0,31.24,36.0,43.9,79.53,-11.63,94.92,32.48
Harsh Braking,0,29.36,37.1,38.88,69.28,-14.53,65.89,8.31
Low SoC,1,42.45,56.53,63.48,46.04,-42.73,10.4,4.77
Harsh Braking,0,39.01,47.03,50.43,70.19,7.64,60.24,24.42
Battery Under Voltage,1,48.47,60.24,70.67,47.4,-52.94,9.82,12.99
Thermal Overheat Surge,1,46.91,55.92,74.05,44.45,-32.41,6.88,19.12
Harsh Acceleration,0,34.36,44.27,44.87,75.39,-14.4,80.28,48.08
Harsh Braking,0,20.8,27.72,28.74,77.76,-18.45,90.31,23.77
Harsh Braking,0,27.91,29.44,37.37,76.61,-16.68,88.39,26.38
OverSpeed,0,26.06,28.01,39.16,73.76,-8.32,75.64,37.72
Low SoC,1,55.28,69.09,86.06,48.41,-35.22,10.48,14.66
Low SoC,1,26.63,33.93,58.18,45.56,-57.56,2.81,1.72
OverSpeed,0,31.25,38.91,50.1,73.03,-26.17,72.61,48.97
Harsh Braking,0,34.91,38.52,45.67,76.31,-22.55,86.42,18.9
Harsh Acceleration,0,32.35,37.59,41.82,64.42,-27.96,49.26,12.45
Harsh Acceleration,0,33.96,41.37,49.64,70.7,-22.89,68.05,25.23
Deep Discharge Warning,1,43.56,57.94,79.0,45.57,-32.76,4.43,5.7
Harsh Braking,0,26.12,29.21,32.04,71.17,-11.96,64.89,29.76
Thermal Overheat Surge,1,41.78,52.92,59.96,44.77,-32.01,6.21,9.17
Low SoC,1,39.17,56.5,58.43,47.63,-52.77,9.18,18.56
Deep Discharge Warning,1,34.37,45.86,52.78,46.49,-52.16,6.57,6.61
Low SoC,1,34.39,42.89,58.34,46.76,-36.92,11.84,12.61
Harsh Cornering,0,32.96,39.06,43.61,78.77,-20.71,92.21,39.07
Harsh Acceleration,0,32.59,36.88,45.0,62.29,-23.13,42.24,27.54
Consecutive Fast Charging,1,38.37,57.5,56.4,47.39,-51.27,3.04,0.62
Harsh Braking,0,30.27,36.21,43.25,65.09,0.25,49.3,55.59
OverSpeed,0,26.77,31.02,37.12,76.67,-15.79,88.03,20.03
Harsh Braking,0,25.98,31.34,30.86,76.04,-12.13,85.5,16.03
Thermal Overheat Surge,1,49.84,66.3,73.03,44.61,-51.41,1.22,27.2
Harsh Acceleration,0,33.0,43.51,35.87,76.76,-23.7,88.3,24.86
Low SoC,1,38.72,52.12,57.54,44.85,-22.88,2.29,77.07
Harsh Braking,0,36.97,42.61,46.94,76.33,-26.01,87.75,40.18
OverSpeed,0,32.51,41.02,37.92,74.86,-20.72,80.11,21.8
Harsh Braking,0,31.0,35.24,49.65,66.05,-35.29,48.27,36.87
Deep Discharge Warning,1,42.29,63.97,72.28,44.93,-74.53,5.99,6.65
Battery Under Voltage,1,46.19,59.21,57.63,45.1,-48.11,3.79,22.52
Deep Discharge Warning,1,47.25,59.17,69.2,47.17,-50.27,2.6,1.4
Harsh Acceleration,0,31.23,36.53,34.39,75.67,-17.14,90.73,39.48
Consecutive Fast Charging,1,56.4,74.62,64.76,47.53,-55.13,7.49,23.13
Battery Under Voltage,1,49.53,58.14,78.4,45.36,-41.62,5.25,8.14
Harsh Braking,0,35.96,42.19,52.22,75.24,-18.24,79.15,22.21
Thermal Overheat Surge,1,44.49,58.6,70.31,45.29,-46.9,10.55,4.42
Deep Discharge Warning,1,44.89,66.59,65.84,45.28,-41.91,1.24,8.8
OverSpeed,0,25.39,30.41,29.8,78.09,-39.58,94.37,28.37
Low SoC,1,50.93,57.28,78.62,45.26,-49.89,7.0,3.45
Low SoC,1,37.12,49.76,54.12,47.34,-63.72,9.93,9.44
Consecutive Fast Charging,1,30.04,46.12,51.69,45.27,-55.76,4.16,4.78
Deep Discharge Warning,1,51.79,65.8,72.93,49.5,-71.3,10.35,0.96
Harsh Cornering,0,27.74,33.31,35.03,72.87,-0.53,70.53,33.43
Thermal Overheat Surge,1,30.9,42.32,65.5,45.8,-33.99,3.39,68.06
Low SoC,1,46.59,61.41,69.89,46.4,-48.7,12.56,8.34
Battery Under Voltage,1,45.25,61.44,75.31,48.21,-52.44,10.48,21.18
Harsh Braking,0,25.09,30.74,39.26,72.77,-9.65,73.37,36.14
Harsh Braking,0,28.32,35.3,32.75,77.94,0.73,89.98,36.9
Harsh Cornering,0,27.31,33.44,38.44,76.39,-18.69,88.39,36.98
Harsh Cornering,0,32.3,40.52,41.45,67.55,-24.04,56.86,31.25
Harsh Acceleration,0,28.73,33.41,40.06,75.19,-23.17,78.68,49.4
Harsh Braking,0,26.95,33.71,34.93,68.18,-21.28,54.73,41.36
Deep Discharge Warning,1,40.22,50.98,50.8,48.41,-52.32,22.26,13.73
Deep Discharge Warning,1,42.67,50.0,74.21,43.08,-60.55,5.72,15.59
Harsh Braking,0,26.63,36.74,32.94,66.72,-27.96,51.79,38.22
Consecutive Fast Charging,1,47.27,62.85,83.65,47.11,-43.29,7.58,18.18
OverSpeed,0,26.35,29.66,37.89,77.84,-19.47,93.94,10.25
Harsh Cornering,0,30.87,38.33,47.78,70.03,-2.63,62.79,36.37
Harsh Acceleration,0,32.04,37.7,37.19,77.38,-14.11,91.23,5.33
Low SoC,1,37.97,47.0,73.53,45.03,-35.98,1.91,3.06
Consecutive Fast Charging,1,40.37,51.91,70.13,44.24,-31.87,3.25,16.34
Battery Under Voltage,1,48.59,60.15,72.15,47.51,-16.18,12.96,24.81
Harsh Acceleration,0,28.81,32.61,37.47,62.56,-15.02,41.22,29.9
OverSpeed,0,24.27,30.36,40.75,77.61,-30.48,94.99,15.14
Harsh Braking,0,25.99,32.58,38.66,66.47,-14.44,51.32,19.27
Harsh Braking,0,33.01,37.47,51.05,75.41,-40.26,88.25,38.68
Harsh Acceleration,0,31.33,39.46,34.35,74.26,-15.55,77.19,37.4
Harsh Braking,0,26.65,32.85,43.21,70.32,-25.35,68.79,32.7
Battery Under Voltage,1,48.02,66.04,67.43,46.84,-51.57,4.03,28.09
Harsh Braking,0,34.28,43.92,43.75,74.45,-14.46,80.23,39.25
Harsh Braking,0,31.45,34.5,52.11,70.02,-14.06,59.21,40.76
Harsh Acceleration,0,27.33,32.06,34.91,71.41,-4.09,67.46,23.13
Harsh Acceleration,0,29.17,31.2,34.58,71.17,-6.95,71.31,38.54
Harsh Braking,0,28.92,30.28,42.85,69.66,-17.92,57.84,45.26
Consecutive Fast Charging,1,45.73,52.59,77.94,47.26,-57.38,18.81,3.63
Consecutive Fast Charging,1,44.04,63.74,62.75,47.5,-53.97,16.82,7.1
Deep Discharge Warning,1,47.33,53.81,57.2,46.43,-59.77,7.45,1.93
Harsh Acceleration,0,26.94,29.27,42.78,70.46,-21.69,63.93,15.2
Harsh Acceleration,0,32.1,38.23,33.73,75.52,-6.16,85.87,17.06
OverSpeed,0,31.18,39.66,48.39,70.65,-10.63,63.72,40.24
Harsh Braking,0,24.55,31.35,39.43,75.04,-17.1,84.13,38.09
Low SoC,1,35.77,39.33,58.13,47.69,-25.3,7.98,6.08
Harsh Acceleration,0,32.55,39.3,38.91,73.97,4.14,78.11,49.8
Harsh Acceleration,0,27.4,30.06,40.29,66.42,5.97,48.27,29.43
Harsh Braking,0,35.9,39.59,50.02,78.22,-17.4,93.23,29.98
Harsh Braking,0,23.98,29.39,39.81,78.75,-7.23,96.07,28.87
Harsh Acceleration,0,23.18,29.9,40.23,76.71,-5.95,85.91,34.19
OverSpeed,0,26.81,29.42,38.69,66.5,-17.42,51.46,45.04
Harsh Braking,0,33.21,37.41,42.17,70.19,-0.15,65.81,27.61
Deep Discharge Warning,1,32.3,39.44,52.2,45.46,-25.11,6.98,35.73
Deep Discharge Warning,1,41.08,49.47,63.26,49.33,-60.28,18.68,32.53
Low SoC,1,42.43,48.34,61.19,44.13,-21.53,0.39,11.39
Harsh Braking,0,30.77,40.05,38.1,69.46,-3.64,58.28,28.09
Thermal Overheat Surge,1,49.13,63.13,74.91,45.46,-65.46,8.06,20.71
Low SoC,1,31.73,41.27,58.68,47.87,-15.85,11.41,17.18
Harsh Acceleration,0,29.19,37.97,43.47,62.37,0.59,45.97,39.9
Harsh Cornering,0,28.03,31.59,45.78,66.47,-17.75,46.14,22.34
Consecutive Fast Charging,1,49.35,63.51,81.25,44.49,-62.87,3.32,42.54
Low SoC,1,40.77,62.6,51.14,47.06,-48.58,14.26,14.43
OverSpeed,0,40.88,50.27,53.11,65.06,-20.21,49.99,30.03
Deep Discharge Warning,1,34.02,40.88,71.21,45.84,-46.06,3.24,33.23
Low SoC,1,37.71,48.7,59.02,45.93,-40.79,9.19,10.33
Deep Discharge Warning,1,36.71,48.76,65.88,45.96,-49.74,3.16,7.05
Deep Discharge Warning,1,42.49,64.13,73.57,51.26,-13.25,17.37,4.44
Harsh Acceleration,0,23.16,31.12,33.75,65.99,-23.12,48.52,13.41
Low SoC,1,39.32,51.74,70.39,46.57,-26.98,8.42,47.63
Battery Under Voltage,1,50.24,62.1,67.23,47.67,-55.01,8.37,34.67
OverSpeed,0,24.9,29.39,39.87,72.2,-7.27,75.2,28.3
Battery Under Voltage,1,44.77,57.75,67.29,45.19,-22.73,4.07,10.29
Deep Discharge Warning,1,39.82,52.08,49.05,44.86,-51.59,3.63,24.12
Deep Discharge Warning,1,36.85,50.86,65.96,46.41,-64.46,1.72,6.95
Battery Under Voltage,1,51.87,66.6,64.68,45.25,-57.62,3.07,6.78
Harsh Braking,0,24.41,30.02,42.41,78.19,-23.34,91.25,38.0
Harsh Acceleration,0,30.08,37.79,47.26,78.3,-5.12,93.59,36.13
Harsh Braking,0,25.96,28.86,36.19,75.92,-12.58,89.25,34.49
Battery Under Voltage,1,50.85,64.19,80.87,47.16,-50.39,12.63,21.0
Thermal Overheat Surge,1,36.11,47.92,53.38,47.01,-32.78,8.67,27.73
Harsh Cornering,0,35.53,43.13,44.18,76.45,-22.15,92.58,35.56
Harsh Braking,0,31.32,38.39,42.5,68.02,-3.02,60.15,20.34
Consecutive Fast Charging,1,52.87,60.89,84.89,50.0,-67.55,10.67,18.87
Harsh Acceleration,0,33.14,37.32,45.71,75.97,-13.83,89.67,1.75
OverSpeed,0,30.47,34.79,39.68,75.72,-33.0,86.28,42.71
OverSpeed,0,33.0,36.83,42.75,64.18,-28.48,41.95,42.58
Harsh Acceleration,0,29.26,34.28,49.87,76.49,-17.43,87.81,53.84
Harsh Braking,0,27.93,33.14,33.39,67.28,-8.67,54.83,25.82
Harsh Braking,0,35.06,40.24,46.5,77.18,3.39,91.33,22.85
OverSpeed,0,29.49,36.97,48.37,72.03,-12.35,71.56,36.82
Deep Discharge Warning,1,39.17,50.15,63.72,45.99,-60.56,13.6,8.71
Deep Discharge Warning,1,57.19,64.08,90.9,44.23,-50.09,1.66,5.3
Consecutive Fast Charging,1,38.78,49.7,65.01,48.49,-28.35,16.42,3.33
Low SoC,1,27.18,35.41,44.25,45.25,-64.28,4.88,1.29
Harsh Braking,0,37.02,45.56,50.96,68.83,-24.51,57.71,37.73
Harsh Acceleration,0,26.09,35.53,39.21,70.48,-4.15,65.12,23.38
Harsh Braking,0,26.57,32.69,39.75,63.95,-16.47,43.54,32.48
Harsh Acceleration,0,36.36,41.68,47.57,64.58,-8.05,48.9,12.99
Harsh Acceleration,0,25.98,30.19,27.0,67.56,-21.47,55.79,25.7
Deep Discharge Warning,1,41.36,59.74,61.07,46.91,-20.48,1.72,6.03
Consecutive Fast Charging,1,34.98,48.06,58.01,47.15,-23.4,8.07,16.15
Harsh Braking,0,29.79,37.61,47.43,79.25,8.88,97.99,46.07
Deep Discharge Warning,1,32.79,43.16,63.57,46.7,-44.24,10.0,32.41
Deep Discharge Warning,1,51.74,60.76,66.02,47.04,-44.07,2.21,1.69
Harsh Acceleration,0,24.04,32.43,38.89,77.28,-31.27,86.43,58.85
Harsh Braking,0,31.63,38.36,45.04,65.9,-7.19,48.97,49.3
Low SoC,1,41.95,50.2,52.01,43.45,-27.83,0.26,1.15
Deep Discharge Warning,1,50.62,65.14,78.88,47.22,-22.87,4.58,14.83
Deep Discharge Warning,1,33.5,41.73,57.96,44.16,-29.89,7.08,66.62
Harsh Braking,0,41.06,43.14,53.71,74.74,-36.8,82.66,37.79
Deep Discharge Warning,1,50.65,70.32,66.83,47.56,-51.88,7.28,10.96
Deep Discharge Warning,1,39.08,48.99,58.01,46.22,-46.13,2.75,9.35
Consecutive Fast Charging,1,37.18,43.45,59.89,47.26,-76.5,12.44,9.94
Deep Discharge Warning,1,48.0,66.62,60.28,45.09,-49.21,7.84,10.27
Harsh Braking,0,30.11,33.23,43.81,64.6,-12.97,43.8,41.18
Harsh Acceleration,0,29.81,32.94,41.71,64.94,-31.53,42.94,37.4
Low SoC,1,38.91,49.01,65.26,45.33,-57.02,8.98,5.78
Harsh Acceleration,0,24.44,28.68,30.69,64.9,-35.46,45.1,23.51
Deep Discharge Warning,1,55.56,72.64,78.38,47.06,-36.63,4.74,4.09
Harsh Braking,0,23.88,29.89,35.68,66.58,-21.81,47.35,33.75
Deep Discharge Warning,1,50.06,62.61,76.45,47.75,-42.81,10.06,17.73
Consecutive Fast Charging,1,41.15,57.41,70.08,45.44,-49.66,4.34,11.5
Thermal Overheat Surge,1,50.83,67.46,66.74,45.59,-34.14,6.03,2.7
Battery Under Voltage,1,32.11,46.92,52.24,45.49,-64.22,1.79,15.11
Deep Discharge Warning,1,49.09,60.53,79.51,47.0,-62.69,18.49,51.84
Harsh Braking,0,30.35,41.0,46.19,77.98,-24.74,90.25,22.78
Harsh Braking,0,23.64,30.59,30.52,72.07,-14.52,69.87,17.04
Low SoC,1,39.41,53.64,63.59,47.19,-42.28,15.04,5.24
Battery Under Voltage,1,29.36,37.87,54.12,49.99,-35.5,16.18,27.97
Harsh Acceleration,0,28.46,35.72,36.63,72.4,-18.73,70.1,18.51
Low SoC,1,47.16,55.02,78.55,46.05,-61.44,1.94,17.88
Harsh Acceleration,0,33.03,38.93,39.85,65.52,-13.84,52.53,16.38
Low SoC,1,38.64,51.3,69.88,45.73,-50.13,2.49,27.17
OverSpeed,0,28.39,37.57,35.0,70.27,-29.75,66.64,46.05
Low SoC,1,47.85,64.84,83.76,46.55,-28.4,4.42,6.86
Harsh Cornering,0,26.64,31.26,31.3,76.34,-7.05,88.56,25.57
Deep Discharge Warning,1,49.62,54.33,70.5,47.73,-42.59,18.33,0.81
Harsh Braking,0,30.07,34.06,35.02,76.57,-21.04,87.75,47.58
Battery Under Voltage,1,40.23,53.91,62.42,49.04,-35.37,8.52,9.49
Harsh Acceleration,0,28.55,33.37,45.43,75.56,-14.71,86.69,31.41
Harsh Braking,0,33.09,42.64,37.82,73.24,-6.97,79.97,17.99
Deep Discharge Warning,1,42.42,57.59,65.46,47.09,-30.19,15.24,1.76
Harsh Braking,0,28.29,30.4,40.09,66.33,-11.6,51.83,42.15
Battery Under Voltage,1,27.4,43.12,59.57,47.63,-52.52,12.6,18.75
Thermal Overheat Surge,1,47.38,56.49,83.18,48.65,-52.64,6.76,23.57
OverSpeed,0,29.42,37.05,47.28,74.54,0.04,85.21,39.28
Low SoC,1,51.1,61.69,75.07,50.14,-45.56,20.42,21.89
Harsh Acceleration,0,26.12,26.88,30.36,77.18,-24.97,89.74,25.16
Low SoC,1,32.19,44.32,46.25,46.25,-35.3,4.77,1.95
Deep Discharge Warning,1,46.66,58.17,63.93,44.05,-44.01,1.78,15.81
Consecutive Fast Charging,1,52.43,61.81,68.05,46.84,-37.03,7.22,0.84
Low SoC,1,37.61,51.32,68.87,45.0,-67.72,2.04,18.3
Harsh Acceleration,0,29.28,32.34,44.83,63.83,-2.39,43.9,32.92
Low SoC,1,53.91,64.67,68.58,50.76,-35.61,15.81,9.79
Deep Discharge Warning,1,45.69,51.35,71.93,49.92,-51.96,22.73,1.42
Low SoC,1,29.62,32.54,54.57,46.32,-29.16,1.13,10.92
Low SoC,1,38.69,53.86,59.81,46.28,-57.72,6.61,14.84
OverSpeed,0,32.35,38.03,47.93,73.38,-8.02,78.6,18.68
Low SoC,1,52.07,63.2,91.63,47.67,-37.47,8.16,0.13
Harsh Acceleration,0,27.46,31.65,31.52,78.6,-34.3,88.72,26.99
Consecutive Fast Charging,1,44.15,59.93,63.91,46.51,-35.15,13.68,2.91
Harsh Acceleration,0,29.57,33.22,50.17,78.5,-7.06,89.49,27.7
Deep Discharge Warning,1,49.95,55.78,57.54,46.63,-52.29,7.65,3.39
Battery Under Voltage,1,38.39,54.8,72.68,46.09,-27.87,8.72,24.59
Harsh Braking,0,37.4,45.52,46.69,78.4,-16.52,90.85,32.85
